path,label
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting006_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting006_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting006_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting006_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting006_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting007_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting008_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting009_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting010_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting011_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting012_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting013_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting014_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting015_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting016_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting017_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting019_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting020_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting021_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting022_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting023_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting024_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__8.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting025_x264__9.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__0.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__1.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__2.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__3.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__4.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__5.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__6.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__7.npy,Fighting
C:/Users/pc/Desktop/VAD/VadCLIP/data/UCFClipFeatures/Fighting/Fighting026_x264__8.npy,Fighting
