path,label
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0002_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0003_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0004_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0005_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0006_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0007_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0008_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0009_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0010_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0011_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0013_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0014_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view1__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__4.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__5.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__6.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__7.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__8.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0015_view2__9.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0016_view1__0.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0016_view1__1.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0016_view1__2.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0016_view1__3.npy,Fighting
C:/Users/pc/Desktop/VAD/newGTAClip/newGTAKnife/0016_view1__4.npy,Fighting
